temperature,top_p,BLEU,BERTScore,query_id
0.1,0.5,0.0,0.8769112825393677,llama3_gen_q008
0.1,0.7,0.06253948080909864,0.8880162835121155,llama3_gen_q008
0.1,0.9,0.06253948080909864,0.8880162835121155,llama3_gen_q008
0.3,0.5,0.0,0.8834365606307983,llama3_gen_q008
0.3,0.7,0.06253948080909864,0.8880162835121155,llama3_gen_q008
0.3,0.9,0.0,0.8864890933036804,llama3_gen_q008
0.5,0.5,0.0,0.8834365606307983,llama3_gen_q008
0.5,0.7,0.0,0.8927812576293945,llama3_gen_q008
0.5,0.9,0.04828250400815395,0.8755857348442078,llama3_gen_q008
0.7,0.5,0.0,0.8770872354507446,llama3_gen_q008
0.7,0.7,0.0,0.8890267014503479,llama3_gen_q008
0.7,0.9,0.04812639281193471,0.883509635925293,llama3_gen_q008
