temperature,top_p,BLEU,BERTScore,query_id
0.1,0.5,0.028343008864469738,0.8178261518478394,llama3_gen_q001
0.1,0.7,0.03222242529814271,0.8179715275764465,llama3_gen_q001
0.1,0.9,0.027873188065604505,0.8121712803840637,llama3_gen_q001
0.3,0.5,0.028343008864469738,0.8178261518478394,llama3_gen_q001
0.3,0.7,0.01420889000509784,0.8222640156745911,llama3_gen_q001
0.3,0.9,0.020048563844240475,0.8000004887580872,llama3_gen_q001
0.5,0.5,0.02669480164052956,0.8163236379623413,llama3_gen_q001
0.5,0.7,0.01794795309248485,0.8088814616203308,llama3_gen_q001
0.5,0.9,0.03849424460090848,0.8248336911201477,llama3_gen_q001
0.7,0.5,0.020655994435161553,0.811558187007904,llama3_gen_q001
0.7,0.7,0.01452273008911687,0.8070712685585022,llama3_gen_q001
0.7,0.9,0.026271084944232033,0.8250463604927063,llama3_gen_q001
