temperature,top_p,BLEU,BERTScore,query_id
0.1,0.5,0.12032777465323895,0.8941676020622253,llama3_gen_q004
0.1,0.7,0.1428329521119023,0.8998233675956726,llama3_gen_q004
0.1,0.9,0.0718229864590787,0.8665708303451538,llama3_gen_q004
0.3,0.5,0.1347411562111062,0.8935735821723938,llama3_gen_q004
0.3,0.7,0.06530944521037119,0.8654198050498962,llama3_gen_q004
0.3,0.9,0.08918423565571276,0.8850849866867065,llama3_gen_q004
0.5,0.5,0.12811396687720122,0.8925659656524658,llama3_gen_q004
0.5,0.7,0.07585630516118183,0.881322979927063,llama3_gen_q004
0.5,0.9,0.08937525432064186,0.8686495423316956,llama3_gen_q004
0.7,0.5,0.05718981426859067,0.8678170442581177,llama3_gen_q004
0.7,0.7,0.09812504367318053,0.8932837843894958,llama3_gen_q004
0.7,0.9,0.08438979770256533,0.8729755282402039,llama3_gen_q004
