temperature,top_p,BLEU,BERTScore,query_id
0.1,0.5,0.02288183767457696,0.830716073513031,llama3_gen_q007
0.1,0.7,0.017131614704715362,0.8340343236923218,llama3_gen_q007
0.1,0.9,0.07079458947941523,0.851557195186615,llama3_gen_q007
0.3,0.5,0.03884895095663607,0.838616132736206,llama3_gen_q007
0.3,0.7,0.026168873664683127,0.837002158164978,llama3_gen_q007
0.3,0.9,0.0320944121513392,0.8367828726768494,llama3_gen_q007
0.5,0.5,0.0,0.8351945281028748,llama3_gen_q007
0.5,0.7,0.018243908066100042,0.834649384021759,llama3_gen_q007
0.5,0.9,0.05376689941740284,0.8430320024490356,llama3_gen_q007
0.7,0.5,0.03389810296845698,0.8416918516159058,llama3_gen_q007
0.7,0.7,0.0236487977511207,0.829087495803833,llama3_gen_q007
0.7,0.9,0.020254540035122774,0.8441343903541565,llama3_gen_q007
