temperature,top_p,BLEU,BERTScore,query_id
0.1,0.5,0.0,0.8400416374206543,llama3_gen_q010
0.1,0.7,0.026964118006208442,0.8587287068367004,llama3_gen_q010
0.1,0.9,0.03865943775774745,0.8755548000335693,llama3_gen_q010
0.3,0.5,0.0,0.8378925323486328,llama3_gen_q010
0.3,0.7,0.03865943775774745,0.8755548000335693,llama3_gen_q010
0.3,0.9,0.03686813943076958,0.8733490109443665,llama3_gen_q010
0.5,0.5,0.0,0.8451448082923889,llama3_gen_q010
0.5,0.7,0.05992353727461666,0.8850473165512085,llama3_gen_q010
0.5,0.9,0.05071300887371909,0.8814291954040527,llama3_gen_q010
0.7,0.5,0.05682649556373727,0.8796351552009583,llama3_gen_q010
0.7,0.7,0.0,0.8384209275245667,llama3_gen_q010
0.7,0.9,0.0,0.8578764200210571,llama3_gen_q010
